Student_ID,First_Name,Last_Name,College_Email,Branch_ID,CGPA,Active_Backlogs,Graduation_Year,Resume_Score,Profile_Created_Date,Is_Active
STU0284,Hritik,Bal,stu0284@nhce.edu,B006,6.42,2,2027,,2026-08-01,True
STU0285,Devika,Prashad,stu0285@nhce.edu,B002,8.51,1,2027,,2026-08-01,True
STU0286,Mekhala,Issac,stu0286@nhce.edu,B003,8.79,0,2027,,2026-08-01,True
STU0287,Faqid,Kibe,stu0287@nhce.edu,B002,8.9,2,2027,,2026-08-01,True
STU0288,Harsh,Mitra,stu0288@nhce.edu,B007,7.07,1,2027,,2026-08-01,True
STU0289,Jai,Barman,stu0289@nhce.edu,B007,8.13,0,2027,,2026-08-01,True
STU0290,Idika,Walia,stu0290@nhce.edu,B003,7.72,0,2027,,2026-08-01,True
STU0291,Priya,Prabhakar,stu0291@nhce.edu,B005,7.06,1,2027,,2026-08-01,True
STU0292,Ekapad,Toor,stu0292@nhce.edu,B005,9.28,0,2027,,2026-08-01,True
STU0293,Harita,Arora,stu0293@nhce.edu,B006,9.48,0,2027,,2026-08-01,True
STU0294,Osha,Suri,stu0294@nhce.edu,B007,7.84,0,2027,,2026-08-01,True
STU0295,Hitesh,Sant,stu0295@nhce.edu,B003,7.5,0,2027,,2026-08-01,True
STU0296,Janaki,Sharaf,stu0296@nhce.edu,B002,9.36,0,2027,,2026-08-01,True
STU0297,Michael,Saran,stu0297@nhce.edu,B006,6.84,0,2027,,2026-08-01,True
STU0298,Patrick,Vig,stu0298@nhce.edu,B003,7.34,1,2027,,2026-08-01,True
STU0299,Anamika,Yohannan,stu0299@nhce.edu,B006,8.77,0,2027,,2026-08-01,True
STU0300,Veda,Shroff,stu0300@nhce.edu,B004,6.04,1,2027,,2026-08-01,True
STU0301,Rajata,Loyal,stu0301@nhce.edu,B003,6.34,0,2027,,2026-08-01,True
STU0302,Ekantika,Korpal,stu0302@nhce.edu,B002,7.93,0,2027,,2026-08-01,True
STU0303,Gabriel,Mallick,stu0303@nhce.edu,B001,8.73,0,2027,,2026-08-01,True
STU0304,Shravya,Kohli,stu0304@nhce.edu,B008,7.94,0,2027,,2026-08-01,True
STU0305,Ucchal,Raghavan,stu0305@nhce.edu,B008,6.37,0,2027,,2026-08-01,True
STU0306,Gayathri,Balakrishnan,stu0306@nhce.edu,B002,8.73,0,2027,,2026-08-01,True
STU0307,Warda,Nair,stu0307@nhce.edu,B001,8.3,0,2027,,2026-08-01,True
STU0308,Qabil,Sura,stu0308@nhce.edu,B008,8.1,0,2027,,2026-08-01,True
STU0309,Simon,Pant,stu0309@nhce.edu,B005,8.95,0,2027,,2026-08-01,True
STU0310,Aarna,Oak,stu0310@nhce.edu,B003,8.78,0,2027,,2026-08-01,True
STU0311,Ati,Majumdar,stu0311@nhce.edu,B007,6.99,0,2027,,2026-08-01,True
STU0312,Advaith,Varughese,stu0312@nhce.edu,B002,6.76,0,2027,,2026-08-01,True
STU0313,Rayaan,Chada,stu0313@nhce.edu,B004,8.12,0,2027,,2026-08-01,True
STU0314,Wyatt,Ray,stu0314@nhce.edu,B007,6.73,0,2027,,2026-08-01,True
STU0315,Vrinda,Khosla,stu0315@nhce.edu,B005,7.91,0,2027,,2026-08-01,True
STU0316,Vamakshi,Swaminathan,stu0316@nhce.edu,B007,9.86,0,2027,,2026-08-01,True
STU0317,Sara,Badal,stu0317@nhce.edu,B005,7.12,0,2027,,2026-08-01,True
STU0318,Girik,Menon,stu0318@nhce.edu,B007,6.77,0,2027,,2026-08-01,True
STU0319,Timothy,Ravel,stu0319@nhce.edu,B003,6.71,0,2027,,2026-08-01,True
STU0320,Yagnesh,Mohan,stu0320@nhce.edu,B002,8.11,0,2027,,2026-08-01,True
STU0321,Jyoti,Solanki,stu0321@nhce.edu,B002,9.85,0,2027,,2026-08-01,True
STU0322,Hemangini,Sandal,stu0322@nhce.edu,B002,8.75,0,2027,,2026-08-01,True
STU0323,Ganga,Pandey,stu0323@nhce.edu,B002,9.43,0,2027,,2026-08-01,True
STU0324,Sudiksha,Madan,stu0324@nhce.edu,B004,9.45,0,2027,,2026-08-01,True
STU0325,Damini,Krishnamurthy,stu0325@nhce.edu,B003,7.85,0,2027,,2026-08-01,True
STU0326,Vihaan,Dara,stu0326@nhce.edu,B007,6.73,0,2027,,2026-08-01,True
STU0327,Reyansh,Mutti,stu0327@nhce.edu,B003,9.72,0,2027,,2026-08-01,True
STU0328,Jagdish,Wason,stu0328@nhce.edu,B004,9.25,0,2027,,2026-08-01,True
STU0329,Qasim,Handa,stu0329@nhce.edu,B004,6.29,0,2027,,2026-08-01,True
STU0330,Tarak,Sule,stu0330@nhce.edu,B001,6.21,0,2027,,2026-08-01,True
STU0331,Aradhana,Vohra,stu0331@nhce.edu,B002,8.22,0,2027,,2026-08-01,True
STU0332,Barkha,Chaudhry,stu0332@nhce.edu,B002,9.93,0,2027,,2026-08-01,True
STU0333,Rishi,Minhas,stu0333@nhce.edu,B008,9.02,0,2027,,2026-08-01,True
STU0334,Utkarsh,Patel,stu0334@nhce.edu,B004,9.12,0,2027,,2026-08-01,True
STU0335,Praneel,Mittal,stu0335@nhce.edu,B001,8.06,0,2027,,2026-08-01,True
STU0336,Akshay,Walla,stu0336@nhce.edu,B005,7.75,1,2027,,2026-08-01,True
STU0337,Jonathan,Mahal,stu0337@nhce.edu,B004,9.91,0,2027,,2026-08-01,True
STU0338,Chakradev,Bhagat,stu0338@nhce.edu,B002,8.45,0,2027,,2026-08-01,True
STU0339,Brinda,Date,stu0339@nhce.edu,B004,8.92,1,2027,,2026-08-01,True
STU0340,Vritti,Chauhan,stu0340@nhce.edu,B005,6.82,0,2027,,2026-08-01,True
STU0341,Advik,Mane,stu0341@nhce.edu,B008,8.61,0,2027,,2026-08-01,True
STU0342,Upasna,Srinivas,stu0342@nhce.edu,B005,6.69,0,2027,,2026-08-01,True
STU0343,Ridhi,Oak,stu0343@nhce.edu,B002,6.01,0,2027,,2026-08-01,True
STU0344,Qarin,Behl,stu0344@nhce.edu,B002,8.35,0,2027,,2026-08-01,True
STU0345,Zayyan,Sridhar,stu0345@nhce.edu,B003,6.91,0,2027,,2026-08-01,True
STU0346,Ishaan,Bhattacharyya,stu0346@nhce.edu,B007,8.78,0,2027,,2026-08-01,True
STU0347,Nandini,Swamy,stu0347@nhce.edu,B006,8.72,1,2027,,2026-08-01,True
STU0348,Ethan,Bera,stu0348@nhce.edu,B005,9.11,0,2027,,2026-08-01,True
STU0349,Max,Dixit,stu0349@nhce.edu,B004,8.61,1,2027,,2026-08-01,True
STU0350,Daksha,Chada,stu0350@nhce.edu,B003,7.68,0,2027,,2026-08-01,True
STU0351,Yuvraj,Dani,stu0351@nhce.edu,B005,8.56,1,2027,,2026-08-01,True
STU0352,Omaja,Kara,stu0352@nhce.edu,B003,9.27,0,2027,,2026-08-01,True
STU0353,Lajita,Seshadri,stu0353@nhce.edu,B002,6.66,0,2027,,2026-08-01,True
STU0354,Saanvi,Mishra,stu0354@nhce.edu,B006,8.96,0,2027,,2026-08-01,True
STU0355,Pushti,Mody,stu0355@nhce.edu,B001,7.14,0,2027,,2026-08-01,True
STU0356,Darpan,Chaudhary,stu0356@nhce.edu,B005,8.72,0,2027,,2026-08-01,True
STU0357,Sarthak,Kakar,stu0357@nhce.edu,B003,9.72,0,2027,,2026-08-01,True
STU0358,Aishani,Bumb,stu0358@nhce.edu,B003,7.95,0,2027,,2026-08-01,True
STU0359,Naksh,Khatri,stu0359@nhce.edu,B007,6.16,0,2027,,2026-08-01,True
STU0360,Oscar,Borde,stu0360@nhce.edu,B001,7.27,0,2027,,2026-08-01,True
STU0361,Naksh,Agate,stu0361@nhce.edu,B004,6.36,2,2027,,2026-08-01,True
STU0362,Nilima,Seshadri,stu0362@nhce.edu,B006,9.3,0,2027,,2026-08-01,True
STU0363,Upma,Manne,stu0363@nhce.edu,B007,9.76,2,2027,,2026-08-01,True
STU0364,Bachittar,Kata,stu0364@nhce.edu,B005,8.66,0,2027,,2026-08-01,True
STU0365,Bhavya,Mandal,stu0365@nhce.edu,B002,6.16,0,2027,,2026-08-01,True
STU0366,Sudiksha,Bobal,stu0366@nhce.edu,B003,7.86,0,2027,,2026-08-01,True
STU0367,Vivaan,Lalla,stu0367@nhce.edu,B008,9.62,0,2027,,2026-08-01,True
STU0368,Rudra,Sandal,stu0368@nhce.edu,B006,8.31,0,2027,,2026-08-01,True
STU0369,Ishwar,Kar,stu0369@nhce.edu,B003,7.94,0,2027,,2026-08-01,True
STU0370,Manthan,Lata,stu0370@nhce.edu,B008,7.37,0,2027,,2026-08-01,True
STU0371,Lucky,Bora,stu0371@nhce.edu,B004,8.65,1,2027,,2026-08-01,True
STU0372,Darpan,Gandhi,stu0372@nhce.edu,B002,7.3,0,2027,,2026-08-01,True
STU0373,Damyanti,Mani,stu0373@nhce.edu,B002,7.14,1,2027,,2026-08-01,True
STU0374,Reva,Dash,stu0374@nhce.edu,B004,9.21,0,2027,,2026-08-01,True
STU0375,Upadhriti,Modi,stu0375@nhce.edu,B001,7.8,0,2027,,2026-08-01,True
STU0376,Neha,Magar,stu0376@nhce.edu,B008,7.28,2,2027,,2026-08-01,True
STU0377,Xiti,Zacharia,stu0377@nhce.edu,B006,7.6,0,2027,,2026-08-01,True
STU0378,Wakeeta,Sarma,stu0378@nhce.edu,B008,9.9,0,2027,,2026-08-01,True
STU0379,Faris,Baral,stu0379@nhce.edu,B008,8.14,0,2027,,2026-08-01,True
STU0380,Rachana,Naidu,stu0380@nhce.edu,B001,6.74,0,2027,,2026-08-01,True
STU0381,Zashil,Bal,stu0381@nhce.edu,B002,8.99,0,2027,,2026-08-01,True
STU0382,Gavin,Karnik,stu0382@nhce.edu,B007,9.0,0,2027,,2026-08-01,True
STU0383,Ansh,Luthra,stu0383@nhce.edu,B003,8.17,1,2027,,2026-08-01,True
STU0384,Banjeet,Gill,stu0384@nhce.edu,B003,7.73,0,2027,,2026-08-01,True
STU0385,Upma,Venkataraman,stu0385@nhce.edu,B006,6.48,2,2027,,2026-08-01,True
STU0386,Riya,Mall,stu0386@nhce.edu,B001,8.41,0,2027,,2026-08-01,True
STU0387,Pratyush,Sarin,stu0387@nhce.edu,B008,6.63,0,2027,,2026-08-01,True
STU0388,Vyanjana,Chand,stu0388@nhce.edu,B005,8.18,0,2027,,2026-08-01,True
STU0389,Upma,Pall,stu0389@nhce.edu,B003,9.92,1,2027,,2026-08-01,True
STU0390,Nilima,Nath,stu0390@nhce.edu,B007,7.82,0,2027,,2026-08-01,True
STU0391,Ekani,Cheema,stu0391@nhce.edu,B003,9.29,0,2027,,2026-08-01,True
STU0392,Naveen,Narayan,stu0392@nhce.edu,B004,8.83,0,2027,,2026-08-01,True
STU0393,Nisha,Tandon,stu0393@nhce.edu,B007,7.08,1,2027,,2026-08-01,True
STU0394,Bhavya,Rattan,stu0394@nhce.edu,B001,9.87,0,2027,,2026-08-01,True
STU0395,Balhaar,Sha,stu0395@nhce.edu,B005,8.18,0,2027,,2026-08-01,True
STU0396,Gaurang,Murty,stu0396@nhce.edu,B002,9.64,0,2027,,2026-08-01,True
STU0397,Zayyan,Naik,stu0397@nhce.edu,B002,9.47,1,2027,,2026-08-01,True
STU0398,Jack,Raval,stu0398@nhce.edu,B006,7.09,0,2027,,2026-08-01,True
STU0399,Yoshita,Agarwal,stu0399@nhce.edu,B007,7.64,1,2027,,2026-08-01,True
STU0400,Turvi,Sachdev,stu0400@nhce.edu,B005,8.01,1,2027,,2026-08-01,True
STU0401,Chatura,Guha,stu0401@nhce.edu,B007,7.12,0,2027,,2026-08-01,True
STU0402,Zarna,Pathak,stu0402@nhce.edu,B001,8.32,2,2027,,2026-08-01,True
STU0403,Wishi,Sathe,stu0403@nhce.edu,B002,7.93,0,2027,,2026-08-01,True
STU0404,Charan,Jani,stu0404@nhce.edu,B007,8.13,0,2027,,2026-08-01,True
STU0405,Amara,Deep,stu0405@nhce.edu,B002,8.18,0,2027,,2026-08-01,True
STU0406,Bhavna,Sarma,stu0406@nhce.edu,B008,7.8,0,2027,,2026-08-01,True
STU0407,Vedhika,Dara,stu0407@nhce.edu,B008,6.75,0,2027,,2026-08-01,True
STU0408,Ayush,Khatri,stu0408@nhce.edu,B007,8.26,0,2027,,2026-08-01,True
STU0409,Nathan,Mukhopadhyay,stu0409@nhce.edu,B003,9.06,0,2027,,2026-08-01,True
STU0410,Akshay,Reddy,stu0410@nhce.edu,B001,8.94,0,2027,,2026-08-01,True
STU0411,Girik,Kar,stu0411@nhce.edu,B002,9.21,0,2027,,2026-08-01,True
STU0412,Ishaan,Shenoy,stu0412@nhce.edu,B007,8.62,1,2027,,2026-08-01,True
STU0413,Jacob,Dube,stu0413@nhce.edu,B002,9.87,0,2027,,2026-08-01,True
STU0414,Wishi,Manne,stu0414@nhce.edu,B002,6.15,0,2027,,2026-08-01,True
STU0415,Yashodhara,Mahajan,stu0415@nhce.edu,B002,8.33,1,2027,,2026-08-01,True
STU0416,Ojasvi,Subramanian,stu0416@nhce.edu,B008,9.45,0,2027,,2026-08-01,True
STU0417,Urmi,Kohli,stu0417@nhce.edu,B002,8.08,0,2027,,2026-08-01,True
STU0418,Tanmayi,Dhillon,stu0418@nhce.edu,B002,8.85,0,2027,,2026-08-01,True
STU0419,Leela,Halder,stu0419@nhce.edu,B007,8.59,0,2027,,2026-08-01,True
STU0420,Yashoda,Deshpande,stu0420@nhce.edu,B001,7.85,2,2027,,2026-08-01,True
STU0421,Ekaraj,Majumdar,stu0421@nhce.edu,B001,7.34,0,2027,,2026-08-01,True
STU0422,Oeshi,Oak,stu0422@nhce.edu,B006,8.57,1,2027,,2026-08-01,True
STU0423,Yashica,Loke,stu0423@nhce.edu,B006,9.37,1,2027,,2026-08-01,True
STU0424,Aarnav,Mandal,stu0424@nhce.edu,B001,7.5,0,2027,,2026-08-01,True
STU0425,Chanchal,Suri,stu0425@nhce.edu,B006,8.84,0,2027,,2026-08-01,True
STU0426,Manthan,Sekhon,stu0426@nhce.edu,B008,9.45,0,2027,,2026-08-01,True
STU0427,Veda,Pai,stu0427@nhce.edu,B006,6.27,0,2027,,2026-08-01,True
STU0428,Gaurangi,Purohit,stu0428@nhce.edu,B003,9.64,2,2027,,2026-08-01,True
STU0429,Tamanna,Nagy,stu0429@nhce.edu,B008,8.95,0,2027,,2026-08-01,True
STU0430,Ranbir,Khare,stu0430@nhce.edu,B001,6.39,0,2027,,2026-08-01,True
STU0431,Leela,Kaur,stu0431@nhce.edu,B003,9.45,0,2027,,2026-08-01,True
STU0432,Nirja,Bassi,stu0432@nhce.edu,B002,8.74,1,2027,,2026-08-01,True
STU0433,Eesha,Solanki,stu0433@nhce.edu,B008,6.18,0,2027,,2026-08-01,True
STU0434,Lakshmi,Raju,stu0434@nhce.edu,B005,7.16,0,2027,,2026-08-01,True
STU0435,Max,Tandon,stu0435@nhce.edu,B003,6.58,0,2027,,2026-08-01,True
STU0436,Balhaar,Date,stu0436@nhce.edu,B004,8.24,0,2027,,2026-08-01,True
STU0437,Yadavi,Narula,stu0437@nhce.edu,B001,6.67,0,2027,,2026-08-01,True
STU0438,Harish,Sarraf,stu0438@nhce.edu,B004,9.44,0,2027,,2026-08-01,True
STU0439,Harish,Vora,stu0439@nhce.edu,B004,6.95,1,2027,,2026-08-01,True
STU0440,Tanmayi,Aurora,stu0440@nhce.edu,B006,6.57,0,2027,,2026-08-01,True
STU0441,Maanas,Rout,stu0441@nhce.edu,B005,7.0,0,2027,,2026-08-01,True
STU0442,Mohammed,Borde,stu0442@nhce.edu,B007,6.04,1,2027,,2026-08-01,True
STU0443,Upasna,Lanka,stu0443@nhce.edu,B005,9.56,0,2027,,2026-08-01,True
STU0444,Hamsini,Rao,stu0444@nhce.edu,B001,6.62,0,2027,,2026-08-01,True
STU0445,Faris,Narasimhan,stu0445@nhce.edu,B007,7.36,0,2027,,2026-08-01,True
STU0446,Lajita,Nadig,stu0446@nhce.edu,B008,8.52,0,2027,,2026-08-01,True
STU0447,Vinaya,Banik,stu0447@nhce.edu,B001,6.99,1,2027,,2026-08-01,True
STU0448,Ekapad,Keer,stu0448@nhce.edu,B006,6.79,0,2027,,2026-08-01,True
STU0449,Bhavna,Karan,stu0449@nhce.edu,B005,7.91,0,2027,,2026-08-01,True
STU0450,Gautam,Saraf,stu0450@nhce.edu,B004,8.26,0,2027,,2026-08-01,True
STU0451,Guneet,Chaudhry,stu0451@nhce.edu,B008,9.92,0,2027,,2026-08-01,True
STU0452,Sachi,Ganesan,stu0452@nhce.edu,B004,9.86,0,2027,,2026-08-01,True
STU0453,Chandani,Balakrishnan,stu0453@nhce.edu,B006,7.08,0,2027,,2026-08-01,True
STU0454,Chakradhar,Nair,stu0454@nhce.edu,B008,8.71,0,2027,,2026-08-01,True
STU0455,Daksh,Memon,stu0455@nhce.edu,B004,6.19,0,2027,,2026-08-01,True
STU0456,Jagrati,Prasad,stu0456@nhce.edu,B007,7.96,1,2027,,2026-08-01,True
STU0457,Raagini,Dhingra,stu0457@nhce.edu,B002,7.13,0,2027,,2026-08-01,True
STU0458,Yash,Wali,stu0458@nhce.edu,B001,8.4,0,2027,,2026-08-01,True
STU0459,Nisha,Gole,stu0459@nhce.edu,B007,8.51,0,2027,,2026-08-01,True
STU0460,Onkar,Gill,stu0460@nhce.edu,B008,8.68,0,2027,,2026-08-01,True
STU0461,Farhan,Raja,stu0461@nhce.edu,B005,8.6,1,2027,,2026-08-01,True
STU0462,Wridesh,Tank,stu0462@nhce.edu,B003,8.48,1,2027,,2026-08-01,True
STU0463,Luke,Kata,stu0463@nhce.edu,B002,8.55,0,2027,,2026-08-01,True
STU0464,Triya,Kumar,stu0464@nhce.edu,B001,7.74,0,2027,,2026-08-01,True
STU0465,Tripti,Kumer,stu0465@nhce.edu,B004,8.89,0,2027,,2026-08-01,True
STU0466,Aditya,Shroff,stu0466@nhce.edu,B007,7.17,0,2027,,2026-08-01,True
STU0467,Bhavna,Dugar,stu0467@nhce.edu,B002,6.69,0,2027,,2026-08-01,True
STU0468,Ethan,Sathe,stu0468@nhce.edu,B008,8.13,2,2027,,2026-08-01,True
STU0469,Hemani,Mistry,stu0469@nhce.edu,B004,8.1,1,2027,,2026-08-01,True
STU0470,Panini,Krishna,stu0470@nhce.edu,B003,9.28,0,2027,,2026-08-01,True
STU0471,Tanmayi,Mittal,stu0471@nhce.edu,B007,9.26,0,2027,,2026-08-01,True
STU0472,Rushil,Rajagopalan,stu0472@nhce.edu,B003,9.19,0,2027,,2026-08-01,True
STU0473,Vasudha,Chhabra,stu0473@nhce.edu,B007,7.34,0,2027,,2026-08-01,True
STU0474,Warjas,Raj,stu0474@nhce.edu,B008,9.8,0,2027,,2026-08-01,True
STU0475,Jagrati,Merchant,stu0475@nhce.edu,B002,9.82,1,2027,,2026-08-01,True
STU0476,Chakrika,Bains,stu0476@nhce.edu,B003,8.86,2,2027,,2026-08-01,True
STU0477,Meghana,Maharaj,stu0477@nhce.edu,B006,9.82,1,2027,,2026-08-01,True
STU0478,Abhiram,Bawa,stu0478@nhce.edu,B008,7.44,0,2027,,2026-08-01,True
STU0479,Watika,Mangat,stu0479@nhce.edu,B004,6.05,0,2027,,2026-08-01,True
STU0480,Victor,Pandey,stu0480@nhce.edu,B006,7.8,0,2027,,2026-08-01,True
STU0481,Theodore,Gupta,stu0481@nhce.edu,B005,8.66,0,2027,,2026-08-01,True
STU0482,Zashil,Devan,stu0482@nhce.edu,B007,9.25,1,2027,,2026-08-01,True
STU0483,Gunbir,Baral,stu0483@nhce.edu,B005,6.43,0,2027,,2026-08-01,True
STU0484,Dayamai,Sastry,stu0484@nhce.edu,B004,6.1,1,2027,,2026-08-01,True
STU0485,Bahadurjit,Patla,stu0485@nhce.edu,B005,8.22,1,2027,,2026-08-01,True
STU0486,Karan,Chana,stu0486@nhce.edu,B008,6.87,0,2027,,2026-08-01,True
STU0487,Chakrika,Narain,stu0487@nhce.edu,B008,9.25,1,2027,,2026-08-01,True
STU0488,Ojasvi,Gill,stu0488@nhce.edu,B003,7.19,0,2027,,2026-08-01,True
STU0489,Sai,Deo,stu0489@nhce.edu,B004,6.55,1,2027,,2026-08-01,True
STU0490,Jasmit,Wali,stu0490@nhce.edu,B005,7.2,0,2027,,2026-08-01,True
STU0491,Yachana,Mahajan,stu0491@nhce.edu,B004,6.38,1,2027,,2026-08-01,True
STU0492,Nitesh,Kurian,stu0492@nhce.edu,B003,6.54,0,2027,,2026-08-01,True
STU0493,Vasatika,Merchant,stu0493@nhce.edu,B006,8.65,0,2027,,2026-08-01,True
STU0494,Hamsini,Contractor,stu0494@nhce.edu,B003,9.74,0,2027,,2026-08-01,True
STU0495,Upadhriti,Borra,stu0495@nhce.edu,B001,8.93,0,2027,,2026-08-01,True
STU0496,Lohit,Kara,stu0496@nhce.edu,B003,7.64,0,2027,,2026-08-01,True
STU0497,Mekhala,Pau,stu0497@nhce.edu,B003,7.93,0,2027,,2026-08-01,True
STU0498,Gautam,Rana,stu0498@nhce.edu,B008,9.76,0,2027,,2026-08-01,True
STU0499,Akshay,Lalla,stu0499@nhce.edu,B003,7.46,0,2027,,2026-08-01,True
STU0500,Jatin,Sha,stu0500@nhce.edu,B006,9.75,1,2027,,2026-08-01,True
STU0501,Jyoti,Lala,stu0501@nhce.edu,B001,6.39,0,2027,,2026-08-01,True
STU0502,Lakshmi,Prabhu,stu0502@nhce.edu,B001,8.15,2,2027,,2026-08-01,True
STU0503,Hritik,Kaur,stu0503@nhce.edu,B002,7.42,0,2027,,2026-08-01,True
STU0504,Urishilla,Bakshi,stu0504@nhce.edu,B004,6.75,0,2027,,2026-08-01,True
STU0505,Falak,Kant,stu0505@nhce.edu,B007,9.35,0,2027,,2026-08-01,True
STU0506,Dev,Shetty,stu0506@nhce.edu,B005,8.62,0,2027,,2026-08-01,True
STU0507,Chasmum,Rege,stu0507@nhce.edu,B007,8.36,0,2027,,2026-08-01,True
STU0508,Jackson,Dey,stu0508@nhce.edu,B001,9.11,0,2027,,2026-08-01,True
STU0509,Chakradev,Barad,stu0509@nhce.edu,B002,6.5,0,2027,,2026-08-01,True
STU0510,Daksha,Tailor,stu0510@nhce.edu,B003,6.27,0,2027,,2026-08-01,True
STU0511,Jack,Chatterjee,stu0511@nhce.edu,B006,6.82,0,2027,,2026-08-01,True
STU0512,Wahab,Yogi,stu0512@nhce.edu,B004,9.44,0,2027,,2026-08-01,True
STU0513,Krishna,Rama,stu0513@nhce.edu,B004,6.58,1,2027,,2026-08-01,True
STU0514,Sudiksha,Prabhakar,stu0514@nhce.edu,B004,6.01,1,2027,,2026-08-01,True
STU0515,Oni,Dubey,stu0515@nhce.edu,B007,6.57,0,2027,,2026-08-01,True
STU0516,Oeshi,Chaudhary,stu0516@nhce.edu,B001,6.99,0,2027,,2026-08-01,True
STU0517,Vrishti,Reddy,stu0517@nhce.edu,B004,8.61,0,2027,,2026-08-01,True
STU0518,Ati,Bali,stu0518@nhce.edu,B006,6.06,0,2027,,2026-08-01,True
STU0519,Kamala,Kalla,stu0519@nhce.edu,B001,6.94,0,2027,,2026-08-01,True
STU0520,Sachi,Saxena,stu0520@nhce.edu,B005,6.69,0,2027,,2026-08-01,True
STU0521,Warinder,Patil,stu0521@nhce.edu,B002,8.93,0,2027,,2026-08-01,True
STU0522,Hardik,Pillai,stu0522@nhce.edu,B007,8.95,0,2027,,2026-08-01,True
STU0523,Jagrati,Bhat,stu0523@nhce.edu,B007,9.07,0,2027,,2026-08-01,True
STU0524,Mitali,Majumdar,stu0524@nhce.edu,B001,6.43,0,2027,,2026-08-01,True
STU0525,Ranveer,Das,stu0525@nhce.edu,B003,9.73,0,2027,,2026-08-01,True
STU0526,Suhani,Chand,stu0526@nhce.edu,B002,9.09,1,2027,,2026-08-01,True
STU0527,Simon,Bail,stu0527@nhce.edu,B006,8.06,0,2027,,2026-08-01,True
STU0528,Chandresh,Nath,stu0528@nhce.edu,B002,9.81,0,2027,,2026-08-01,True
STU0529,Yagnesh,Dass,stu0529@nhce.edu,B002,7.89,0,2027,,2026-08-01,True
STU0530,Samesh,Biswas,stu0530@nhce.edu,B008,8.71,0,2027,,2026-08-01,True
STU0531,Sarthak,Kalita,stu0531@nhce.edu,B008,9.59,0,2027,,2026-08-01,True
STU0532,Viraj,Narasimhan,stu0532@nhce.edu,B001,6.32,0,2027,,2026-08-01,True
STU0533,Manbir,Agate,stu0533@nhce.edu,B005,6.26,0,2027,,2026-08-01,True
STU0534,Aradhana,Dhillon,stu0534@nhce.edu,B003,8.5,0,2027,,2026-08-01,True
STU0535,Kalpit,Zachariah,stu0535@nhce.edu,B008,7.28,2,2027,,2026-08-01,True
STU0536,Zashil,Ghosh,stu0536@nhce.edu,B007,8.1,0,2027,,2026-08-01,True
STU0537,Imaran,Bal,stu0537@nhce.edu,B007,8.39,0,2027,,2026-08-01,True
STU0538,Karan,Aurora,stu0538@nhce.edu,B005,8.77,1,2027,,2026-08-01,True
STU0539,Ishita,Khanna,stu0539@nhce.edu,B003,8.57,0,2027,,2026-08-01,True
STU0540,Ekiya,Babu,stu0540@nhce.edu,B004,8.85,0,2027,,2026-08-01,True
STU0541,Owen,Lanka,stu0541@nhce.edu,B008,7.78,0,2027,,2026-08-01,True
STU0542,Charles,Date,stu0542@nhce.edu,B001,7.34,0,2027,,2026-08-01,True
STU0543,Oviya,Vora,stu0543@nhce.edu,B005,7.64,0,2027,,2026-08-01,True
STU0544,Ishaan,Bhatt,stu0544@nhce.edu,B005,7.69,0,2027,,2026-08-01,True
STU0545,Vamakshi,Sen,stu0545@nhce.edu,B002,7.48,0,2027,,2026-08-01,True
STU0546,Janaki,Varghese,stu0546@nhce.edu,B006,9.65,0,2027,,2026-08-01,True
STU0547,Ikbal,Seth,stu0547@nhce.edu,B004,9.29,0,2027,,2026-08-01,True
STU0548,Yahvi,Kant,stu0548@nhce.edu,B007,6.38,0,2027,,2026-08-01,True
STU0549,Caleb,Verma,stu0549@nhce.edu,B001,9.21,0,2027,,2026-08-01,True
STU0550,Charvi,Shanker,stu0550@nhce.edu,B006,8.32,0,2027,,2026-08-01,True
STU0551,Azaan,Bhat,stu0551@nhce.edu,B004,7.3,0,2027,,2026-08-01,True
STU0552,Varenya,Ratti,stu0552@nhce.edu,B001,7.4,0,2027,,2026-08-01,True
STU0553,Pooja,Chokshi,stu0553@nhce.edu,B007,8.96,1,2027,,2026-08-01,True
STU0554,Vritti,Sawhney,stu0554@nhce.edu,B004,8.85,2,2027,,2026-08-01,True
STU0555,Ethan,Buch,stu0555@nhce.edu,B004,8.37,0,2027,,2026-08-01,True
STU0556,Ekanta,Divan,stu0556@nhce.edu,B001,8.28,0,2027,,2026-08-01,True
STU0557,Dominic,Date,stu0557@nhce.edu,B001,8.59,0,2027,,2026-08-01,True
STU0558,Anvi,Nair,stu0558@nhce.edu,B007,6.43,1,2027,,2026-08-01,True
STU0559,Lakshmi,Wali,stu0559@nhce.edu,B008,7.45,0,2027,,2026-08-01,True
STU0560,Chaitaly,Setty,stu0560@nhce.edu,B007,8.27,1,2027,,2026-08-01,True
STU0561,Yashasvi,Sani,stu0561@nhce.edu,B002,9.34,2,2027,,2026-08-01,True
STU0562,Hardik,Contractor,stu0562@nhce.edu,B005,9.23,0,2027,,2026-08-01,True
STU0563,Tanveer,Sani,stu0563@nhce.edu,B002,8.54,0,2027,,2026-08-01,True
STU0564,Siya,Kari,stu0564@nhce.edu,B003,9.67,1,2027,,2026-08-01,True
STU0565,Odika,Nori,stu0565@nhce.edu,B004,7.06,0,2027,,2026-08-01,True
STU0566,Sudiksha,Rastogi,stu0566@nhce.edu,B007,8.78,0,2027,,2026-08-01,True
